DATE,BR_CHICKEN_PRICE
2024-10-17,7.29
2024-10-18,7.29
2024-10-21,7.56
2024-10-22,7.46
2024-10-23,7.46
2024-10-24,7.46
2024-10-25,7.46
2024-10-28,7.56
2024-10-29,7.66
2024-10-30,7.66
2024-10-31,7.66
2024-11-01,7.66
2024-11-04,7.96
2024-11-05,7.96
2024-11-06,7.96
2024-11-07,7.96
2024-11-08,7.96
2024-11-11,8.06
2024-11-12,8.06
2024-11-13,8.06
2024-11-14,8.06
2024-11-18,8.06
2024-11-19,8.06
2024-11-21,8.06
2024-11-22,8.06
2024-11-25,8.11
2024-11-26,8.11
2024-11-27,8.28
2024-11-28,8.28
2024-11-29,8.28
2024-12-02,8.27
2024-12-03,8.34
2024-12-04,8.34
2024-12-05,8.34
2024-12-06,8.34
2024-12-09,8.34
2024-12-10,8.34
2024-12-11,8.34
2024-12-12,8.34
2024-12-13,8.3
2024-12-16,8.3
2024-12-17,8.3
2024-12-18,8.3
2024-12-19,8.3
2024-12-20,8.19
2024-12-23,8.3
2024-12-26,8.32
2024-12-27,8.32
2024-12-30,8.21
2025-01-02,8.35
2025-01-03,8.35
2025-01-06,8.35
2025-01-07,8.35
2025-01-08,8.49
2025-01-09,8.49
2025-01-10,8.35
2025-01-13,8.44
2025-01-14,8.44
2025-01-15,8.42
2025-01-16,8.42
2025-01-17,8.32
2025-01-20,8.37
2025-01-21,8.37
2025-01-22,8.39
2025-01-23,8.39
2025-01-24,8.39
2025-01-27,8.47
2025-01-28,8.47
2025-01-29,8.47
2025-01-30,8.47
2025-01-31,8.28
2025-02-03,8.28
2025-02-04,8.28
2025-02-05,8.08
2025-02-06,8.21
2025-02-07,8.29
2025-02-10,8.34
2025-02-11,8.46
2025-02-12,8.46
2025-02-13,8.46
2025-02-14,8.46
2025-02-17,8.46
2025-02-18,8.46
2025-02-19,8.46
2025-02-20,8.46
2025-02-21,8.66
2025-02-24,8.64
2025-02-25,8.64
2025-02-26,8.64
2025-02-27,8.6
2025-02-28,8.29
2025-03-05,8.29
2025-03-06,8.29
2025-03-07,8.21
2025-03-10,8.11
2025-03-11,8.39
2025-03-12,8.7
2025-03-13,8.7
2025-03-14,8.56
2025-03-17,8.56
2025-03-18,8.56
2025-03-19,8.56
2025-03-20,8.56
2025-03-21,8.43
2025-03-24,8.43
2025-03-25,8.38
2025-03-26,8.23
2025-03-27,8.23
2025-03-28,8.16
2025-03-31,8.31
2025-04-01,8.61
2025-04-02,8.61
2025-04-03,8.61
2025-04-04,8.61
2025-04-07,8.61
2025-04-08,8.71
2025-04-09,8.69
