Type,Year,Herd,Month,Date
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1988,"4,400,000",07,1988-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1987,"4,304,900",01,1987-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1987,"4,600,000",07,1987-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1986,"4,708,700",01,1986-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1986,"4,700,000",07,1986-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1985,"4,770,000",01,1985-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1985,"5,000,000",07,1985-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1984,"4,532,700",01,1984-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1984,"4,950,000",07,1984-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1983,"4,544,800",01,1983-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1983,"4,880,000",07,1983-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1982,"4,546,700",01,1982-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1982,"4,780,000",07,1982-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1981,"4,341,600",01,1981-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1981,"4,623,000",07,1981-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1980,"4,158,500",01,1980-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1980,"4,377,000",07,1980-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1979,"3,931,500",01,1979-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1979,"4,115,000",07,1979-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1978,"3,885,500",01,1978-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1978,"3,955,000",07,1978-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1977,"3,886,500",01,1977-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1977,"4,004,000",07,1977-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1976,"3,955,500",01,1976-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1976,"3,948,000",07,1976-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1975,"4,086,600",01,1975-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1975,"3,924,000",07,1975-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1974,"3,940,600",01,1974-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1974,"3,871,000",07,1974-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1973,"3,871,600",01,1973-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1973,"3,923,000",07,1973-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1972,"3,827,700",01,1972-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1971,"3,842,600",01,1971-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1970,"3,880,500",01,1970-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1969,"3,442,400",01,1969-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1968,"3,524,400",01,1968-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1967,"3,641,400",01,1967-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1966,"3,859,500",01,1966-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1965,"4,148,700",01,1965-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1964,"4,395,600",01,1964-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1963,"4,707,600",01,1963-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1962,"4,886,600",01,1962-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1961,"5,015,600",01,1961-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1960,"5,079,000",01,1960-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1959,"5,050,000",01,1959-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1958,"5,126,000",01,1958-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1957,"5,267,000",01,1957-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1956,"5,407,000",01,1956-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1955,"5,786,000",01,1955-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1954,"5,873,000",01,1954-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1953,"5,893,000",01,1953-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1952,"5,694,000",01,1952-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1951,"5,493,000",01,1951-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1950,"5,394,000",01,1950-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1949,"5,327,000",01,1949-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1948,"5,550,000",01,1948-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1947,"5,524,000",01,1947-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1946,"5,758,000",01,1946-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1945,"6,307,000",01,1945-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1944,"6,352,000",01,1944-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1943,"6,067,000",01,1943-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1942,"5,889,000",01,1942-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1941,"5,676,000",01,1941-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1940,"5,525,000",01,1940-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1939,"5,122,000",01,1939-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1938,"4,808,000",01,1938-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1937,"4,899,000",01,1937-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1936,"4,772,000",01,1936-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1935,"4,995,000",01,1935-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1934,"5,382,000",01,1934-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1933,"5,250,000",01,1933-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1932,"5,020,000",01,1932-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1931,"4,962,000",01,1931-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1930,"4,851,000",01,1930-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1929,"4,450,000",01,1929-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1928,"4,197,000",01,1928-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1927,"4,110,000",01,1927-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1926,"4,111,000",01,1926-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1925,"4,177,000",01,1925-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1924,"4,154,000",01,1924-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1923,"4,159,000",01,1923-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1922,"3,973,000",01,1922-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1921,"4,166,000",01,1921-01-01
