zip_5,agg_level_desc,watershed_desc,watershed_code,class_desc,country_code,state_name,asd_desc,prodn_practice_desc,sector_desc,load_time,group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,asd_code,country_name,county_ansi,state_alpha,reference_period_desc,state_fips_code,location_desc,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,begin_code,county_code,state_ansi,week_ending,county_name,Value,end_code
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #09,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,09,,,2015-03-07,,"213,820,000",09
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #10,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,10,,,2015-03-14,,"213,538,000",10
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #11,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,11,,,2015-03-21,,"213,420,000",11
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #12,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,12,,,2015-03-28,,"216,714,000",12
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #13,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,13,,,2015-04-04,,"218,224,000",13
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #14,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,14,,,2015-04-11,,"218,379,000",14
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #15,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,15,,,2015-04-18,,"218,915,000",15
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #16,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,16,,,2015-04-25,,"216,264,000",16
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #17,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,17,,,2015-05-02,,"218,243,000",17
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #18,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,18,,,2015-05-09,,"219,342,000",18
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #19,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,19,,,2015-05-16,,"219,808,000",19
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #20,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,20,,,2015-05-23,,"218,078,000",20
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #21,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,21,,,2015-05-30,,"219,226,000",21
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #22,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,22,,,2015-06-06,,"220,011,000",22
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #23,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,23,,,2015-06-13,,"217,737,000",23
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #24,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,24,,,2015-06-20,,"218,396,000",24
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #25,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,25,,,2015-06-27,,"217,655,000",25
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #26,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,26,,,2015-07-04,,"214,914,000",26
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #27,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,27,,,2015-07-11,,"216,113,000",27
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #28,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,28,,,2015-07-18,,"215,756,000",28
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #29,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,29,,,2015-07-25,,"215,913,000",29
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #30,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,30,,,2015-08-01,,"215,168,000",30
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #31,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,31,,,2015-08-08,,"214,671,000",31
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #32,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,32,,,2015-08-15,,"213,335,000",32
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #33,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,33,,,2015-08-22,,"212,894,000",33
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #34,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,34,,,2015-08-29,,"212,841,000",34
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #35,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,35,,,2015-09-05,,"208,818,000",35
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #36,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,36,,,2015-09-12,,"207,430,000",36
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #37,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,37,,,2015-09-19,,"198,061,000",37
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2017-04-04 15:35:04.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #38,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,38,,,2015-09-26,,"206,686,000",38
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #39,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,39,,,2015-10-03,,"201,808,000",39
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #40,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,40,,,2015-10-10,,"203,839,000",40
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #41,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,41,,,2015-10-17,,"199,129,000",41
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #42,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,42,,,2015-10-24,,"203,857,000",42
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #43,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,43,,,2015-10-31,,"203,939,000",43
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #44,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,44,,,2015-11-07,,"203,953,000",44
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #45,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,45,,,2015-11-14,,"215,178,000",45
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #46,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,46,,,2015-11-21,,"216,420,000",46
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #47,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,47,,,2015-11-28,,"216,573,000",47
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #48,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,48,,,2015-12-05,,"210,182,000",48
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #49,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,49,,,2015-12-12,,"215,244,000",49
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #50,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,50,,,2015-12-19,,"216,798,000",50
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #51,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,51,,,2015-12-26,,"215,014,000",51
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2018-04-10 15:00:02.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #52,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2015,52,,,2016-01-02,,"212,864,000",52
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,YEAR,99,US TOTAL,,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,00,,,,,"11,217,199,000",00
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #01,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,01,,,2014-01-04,,"208,593,000",01
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #02,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,02,,,2014-01-11,,"210,927,000",02
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #03,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,03,,,2014-01-18,,"208,883,000",03
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #04,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,04,,,2014-01-25,,"210,334,000",04
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #05,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,05,,,2014-02-01,,"210,060,000",05
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #06,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,06,,,2014-02-08,,"208,747,000",06
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #07,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,07,,,2014-02-15,,"209,331,000",07
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #08,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,08,,,2014-02-22,,"209,592,000",08
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #09,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,09,,,2014-03-01,,"211,480,000",09
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #10,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,10,,,2014-03-08,,"211,484,000",10
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #11,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,11,,,2014-03-15,,"210,940,000",11
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #12,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,12,,,2014-03-22,,"209,029,000",12
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2016-04-12 15:08:57.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #13,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2014,13,,,2014-03-29,,"210,411,000",13
